tweet_id,created_at,text,replies,retweets,likes
2004511256531902935,2025-12-26T11:15:00.000Z,Watch Jacob Bardugo's important exposé on Channel 14 >>,646,426,2.2K
2062554676894019666,2026-06-04T15:18:50.000Z,I have appointed Lieutenant Colonel Guy Marquitzeno to the role of my military secretary. With great success!,1.1K,953,8.5K
2046984945407557980,2026-04-22T16:10:16.000Z,"We are prepared for every scenario - in defense and in offense. 
Today, meeting with Iron Dome warriors in the mountains of Jerusalem. 
Happy Independence Day to all Israeli citizens ",1.6K,1.1K,7.6K
2056029481718993052,2026-05-17T15:10:02.000Z,Drone Threat: What We've Succeeded in Doing So Far and What We're Doing Now >>,601,466,3K
2062170275341373636,2026-06-03T13:51:21.000Z,"I congratulate Attorney Michael Rabilio on his election to the position of State Comptroller.

In the coming days, I will invite him to a first working meeting in his new role.

I wish Attorney Rabilio great success in his position. We will work together in full cooperation for",1.3K,431,3.9K
2037262597897011529,2026-03-26T20:17:08.000Z,"רעייתי ואני מוסרים את תנחומינו מעומק הלב למשפחתו של לוחם השריון, סמל אביעד אלחנן וולנסקי ז״ל, שנפל בקרב בלבנון.

יחד עם כל אזרחי ישראל, אנו מחבקים את משפחתו של אביעד ז״ל שלחם בעוז ובגבורה נגד מבקשי נפשנו.

יהי זכרו ברוך ונצור לעד.",4.1K,859,6.6K
2052075026493690258,2026-05-06T17:16:26.000Z,"הנחיתי יחד עם שר הביטחון ישראל כ""ץ לתקוף כעת בביירות את מפקד כוח רדואן בארגון הטרור חיזבאללה כדי להביא לסיכולו.

מחבלי רדואן אחראים לירי לעבר יישובים ישראלים ופגיעה בחיילי צה""ל.

לאף מחבל אין חסינות - ידה הארוכה של ישראל תשיג כל אויב ומרצח.

הבטחנו להביא ביטחון לתושבי הצפון - כך",1.8K,1.5K,9.7K
2028134104751804621,2026-03-01T15:43:46.000Z,"I just finished a meeting with the Minister of Defense, the Chief of the General Staff, and the head of the Mossad. I gave instructions for continuing the campaign.

Yesterday, we eliminated the tyrant Khamenei. Along with him, we eliminated dozens of the regime's top oppressive",6.5K,5.9K,28K
2000253497816887332,2025-12-14T17:16:11.000Z,Antisemitism is a cancer.,7.8K,9.5K,41K
2004504932402037101,2025-12-26T10:49:52.000Z,Watch and share >>,534,570,2.4K
2061338803462078644,2026-06-01T06:47:23.000Z,"In response to the repeated and ongoing violations of the ceasefire in Lebanon by the terrorist organization Hezbollah and the attacks against our cities and citizens, I have instructed the IDF, together with Defense Minister Israel Katz, to strike terrorist targets in the",2.6K,1.8K,11K
1999938521209950298,2025-12-13T20:24:35.000Z,"הליכוד:

ברית המסוכנים: האופוזיציה שוב חוברת לאחים המוסלמים

אייזנקוט חשף הערב את התכנית האמיתית של האופוזיציה- הישענות על האחים המוסלמים ועל מפלגות ערביות אנטי־ציוניות כדי להרכיב את הממשלה הבאה. בין אם הם יהיו חברים בממשלה או יתמכו בה מבחוץ, ממשלה כזאת שוב תהיה תלויה באחים",1.1K,628,3.1K
2018441272185241632,2026-02-02T21:47:54.000Z,"In my speech in the Knesset on Tu BiShvat, marking 77 years since its establishment, I emphasized:  
Democracy thrives on disagreement, but endures through balance.  

Majority rule alongside safeguarding individual rights,  
and checks and balances between the three branches of",772,351,2.3K
2049118021541564911,2026-04-28T13:26:21.000Z,The Joint List,695,355,2K
2026978092443369632,2026-02-26T11:10:11.000Z,"אתמול בכנסת קיבלנו את פניו של ראש ממשלת הודו נרנדרה מודי. 

רגע של היסטוריה - ושותפות שרק ממשיכה להתחזק. 

יחד ישראל והודו ימשיכו לבנות עתיד של ביטחון, חדשנות ושגשוג.",70,136,1.2K
2049522938030809264,2026-04-29T16:15:21.000Z,Taking off the masks,1.9K,1.3K,7.4K
2038907276992405783,2026-03-31T09:12:30.000Z,"The heart of the entire nation aches over the fall of the four heroic Nahal Reconnaissance Unit fighters—Captain Noam Madmoni, z""l, Sergeant First Class Ben Cohen, z""l, Sergeant First Class Maxim Antis, z""l, and Sergeant First Class Gilead Harel, z""l.

My wife and I, together",4.1K,1.1K,6.4K
2027049699841044804,2026-02-26T15:54:43.000Z,"Earlier today in Jerusalem, I held an expanded meeting with Indian Prime Minister Narendra Modi, together with our teams. 

We signed a series of agreements on economic, security, and diplomatic matters, which further strengthen the strategic partnership between Israel and",110,121,1.1K
2038277919584158006,2026-03-29T15:31:40.000Z,"From the Northern Command's statement:

I have just instructed to expand even further the existing security zone. We are determined to change the situation in the north from the ground up and restore security to the residents of the north.

We will not tolerate a reality of",3.9K,1.8K,9.2K
2040477922239172911,2026-04-04T17:13:41.000Z,Continuing to crush the terror regime. Have a good week!,5.6K,3K,17K
2049530988582023513,2026-04-29T16:47:20.000Z,Lebanon - Continuing,6.5K,4.7K,17K
1998135646171591163,2025-12-08T21:00:36.000Z,צפו בדברים שאמרתי היום במליאת הכנסת >>,758,406,2.8K
2033889530667753562,2026-03-17T12:53:46.000Z,"تبریک نوروزی نخست وزیر بنیامین نتانیاهو برای مردم ایران

Prime Minister Benjamin Netanyahu’s greetings to the Iranian people on the occasion of Nowruz.",7K,9.4K,37K
2029613808805695949,2026-03-05T17:43:35.000Z,"Today I visited the Air Force base in the south and met with our Air Force pilots and with pilots from the US Army who are operating together in Operation ""Roar of the Lion"".

The cooperation between the US Army and the IDF, and between the Air Force and the US Air Force, is",4.4K,3K,14K
2001024516613394455,2025-12-16T20:19:56.000Z,"Saluting the Mossad  

Watch the things I said at the Mossad's Outstanding Personnel ceremony >>",365,393,2.7K
2026731500377358406,2026-02-25T18:50:19.000Z,We are moving forward together—and strengthening the India-Israel partnership in technology and innovation. ,337,1.5K,10K
2046166181258650016,2026-04-20T09:56:48.000Z,"As the Jewish state, Israel cherishes and upholds the Jewish values of tolerance and mutual respect between Jews and worshippers of all faiths. All religions flourish in our land and we view members of all faiths as equals in building our society and region.

Yesterday, like the",10K,4.8K,21K
1995949042568737065,2025-12-02T20:11:49.000Z,"Today, I visited the wounded reservists from the 55th Brigade at Sheba-Tel Hashomer, who were injured during the encounter incident in Syria. I praised them for their actions in battle and wished them a full recovery.

I stand here alongside the heroic wounded soldiers of the IDF",439,404,3.1K
1999088586923106731,2025-12-11T12:07:15.000Z,"In recent days, we have been witnessing an organized campaign of pressure from senior ""former"" figures, who seek to distort the facts and dictate to the government how it should act.

These figures enabled anarchy to infiltrate the state's systems and undermine the cohesion of",963,581,3.8K
2028859161375625635,2026-03-03T15:44:53.000Z,"I visited the Palmachim Air Force Base today together with Defense Minister Israel Katz and the Chief of the General Staff, Major General Eyal Zamir.

I received an operational briefing, held a conversation with the drone operators and the technical teams, and commended them for",2.4K,1.9K,12K
2032120342919987651,2026-03-12T15:43:39.000Z,"The blood libel known as the ""Sde Teiman affair"" against the fighters of Force 100, which has damaged Israel's reputation in the world in an unprecedented manner, has reached its end.

It is unacceptable that it took so much time to close the case that was handled in a criminal",5.3K,2K,10K
2049197322425205153,2026-04-28T18:41:28.000Z,I strongly condemn the wild and violent attack against the Chief Military Police Officer and demand that strong action be taken against those involved.,1.2K,429,4.9K
2026616915171426761,2026-02-25T11:14:59.000Z,"Welcome to Israel my dear friend 
@narendramodi
 ",3.7K,14K,91K
2054985522020307081,2026-05-14T18:01:42.000Z,"Sara and I grieve over the passing of our dear friend, Abe Foxman, and convey our deepest condolences to his wife, Golda, and the entire Foxman family.  

Abe was a stalwart defender of the Jewish state and the Jewish people.  As head of the ADL and in many other capacities he",289,255,2.6K
2056363482015015347,2026-05-18T13:17:14.000Z,,432,316,1.6K
2045119246321987939,2026-04-17T12:36:39.000Z,"חאבייר - אתה חבר אמת!

Javier, eres un amigo de verdad. 
@JMilei
 ",771,1.3K,8K
2045907719861752105,2026-04-19T16:49:46.000Z,"RAPHAEL Chairman Yuval Steinitz: ""We certainly won. Big time. A victory bigger than the Six-Day War, already in the first seven seconds of the war. They're years away from a nuclear weapon if they even consider producing it, all the scientists in the project were eliminated,",577,487,2.8K
2001228400149594340,2025-12-17T09:50:06.000Z,"This morning, I spoke with a Chabad emissary and the head of the rabbinical court in Sydney, Australia, Rabbi Yehoram Ullman, the father-in-law of Rabbi Eliyahu Sloniger z""l, who was murdered in the terror attack on Bondi Beach, and with the chairman of the Israel–Australia",436,501,3.4K
2027070124709019868,2026-02-26T17:15:53.000Z,"Indian Prime Minister Narendra Modi left Israel at the end of a successful visit. 

Sarah and I were glad to bid farewell to our friend. Thank you for the visit and the friendship - have a safe trip home.

True friendship. ",273,244,2.2K
2025579833514713164,2026-02-22T14:34:00.000Z,"This morning, at the opening of our Cabinet meeting, I spoke about the historic visit of my dear friend, Prime Minister 
@narendramodi
, to Israel this coming Wednesday. 

The bond between Israel and India is a powerful alliance between two global leaders. We are partners in",2.2K,3.9K,21K
2026725417281810717,2026-02-25T18:26:08.000Z,"Prime Minister Netanyahu at a special session of the Knesset in honor of Indian Prime Minister Narendra Modi:

""India and Israel are two ancient cultures, from the depths of the Indus to the Jordan Valley.

The alliance between us is a tremendous multiplier of our strengths, in",77,182,1.4K
2035005998792950052,2026-03-20T14:50:13.000Z,"Sara and I were deeply saddened to hear of the passing of Chuck Norris, a great friend of Israel and a close personal friend.

Chuck brought martial arts and the warmth of his character to millions around the world.

May his memory be a blessing.",7K,16K,104K
2049160465758969866,2026-04-28T16:15:01.000Z,"Today I spoke with the families of Benjamin Yemino Zalka z""l and Destao Chakol z""l, who were murdered in a brutally shocking manner.

I told the families that we are all with them, deeply horrified by the heinous acts that cut short the lives of these wonderful young men, whose",583,359,2.6K
1999206187330330729,2025-12-11T19:54:33.000Z,I convened the Political-Security Cabinet in Jerusalem ,800,377,3.2K
2057451551409516577,2026-05-21T13:20:50.000Z,Happy Holiday to Everyone! ,3.3K,1.4K,8.6K
2019739136660222088,2026-02-06T11:45:09.000Z,"Jeffrey Epstein's unusual close relationship with Ehud Barak doesn't suggest Epstein worked for Israel. It proves the opposite. 

Stuck on his election loss from over two decades ago, Barak has for years obsessively attempted to undermine Israeli democracy by working with the",13K,7K,24K
2005629926754377869,2025-12-29T13:20:11.000Z,"אחמד טיבי: ׳נחושים לעשות הכל להזיז את הממשלה שאנחנו מתעבים, כולל דברים שלא עשינו בעבר׳.",423,269,1.9K
2027070119818539111,2026-02-26T17:15:52.000Z,"Prime Minister Narendra Modi departed Israel after a successful visit. 

Sara and I were glad to bid farewell to our friend. Thank you for your visit and your friendship - safe travels home.

True friendship. 
@narendramodi",1.3K,4.1K,28K
1999112125776580828,2025-12-11T13:40:47.000Z,"היום נפגשתי בירושלים עם יו״ר הוועדה המארגנת של אולימפיאדת לוס אנג'לס 2028, קייסי וסרמן. בירכתי אותו על ביקורו בישראל ועל התמיכה הברורה שלו בעמנו - תמיכה שאינה מובנת מאליה בימים של הסתה ושקרים נגד מדינתנו.

במהלך הפגישה אמר לי וסרמן משפט שלא אשכח:
""המנהיגות שלך בשנתיים האחרונות",366,415,3.3K
1997612620166070358,2025-12-07T10:22:17.000Z,Happy to meet German Chancellor Friedrich Merz in my office in Jerusalem. ,638,525,4.1K
2055995951894904899,2026-05-17T12:56:48.000Z,"We held a special government meeting today in Jerusalem, at Beit Froman, the seat of the First Knesset.

Jerusalem is not only our historic capital. It is the heart of our revival. Therefore, we do not settle for words. We make practical decisions, invest, build, and develop.",1.5K,1.5K,8.7K
2061405247294017876,2026-06-01T11:11:24.000Z,Important update >>,1.2K,550,3.6K
2056821240006853073,2026-05-19T19:36:12.000Z,"With great pain, we learned this evening of the fall of Major (res.) Itamar Sapir z""l, who fell in battle in southern Lebanon.

Itamar z""l, a resident of the Eli settlement, was a fiercely devoted commander who fought bravely against Hezbollah terrorists to defend our northern",1.9K,942,5.9K
2033515975379911114,2026-03-16T12:09:24.000Z,Sticking to the guidelines and winning together >>,18K,15K,55K
2004221250684563607,2025-12-25T16:02:37.000Z,"אנחנו משקיעים 350 מיליארד ש״ח בעשור הקרוב כדי להפוך את ישראל למדינה חזקה, מתקדמת ועצמאית יותר – בביטחון, בטכנולוגיה, בסייבר וב-AI.

כמו שהובלנו את ישראל לצמרת העולמית בסייבר, כך נוביל גם בבינה מלאכותית, בחימושים ובמערכות המידע. עוצמה כזו יוצרת בריתות, מחזקת את מעמדנו בעולם ומקדמת",909,420,2.5K
2027836572289175614,2026-02-28T20:01:28.000Z,"Good week, my brothers and sisters, citizens of Israel.

This morning, Israel and the United States set out on a joint operation to remove the existential threat to Israel from the Ayatollahs' regime in Iran.

I told you: The operation will continue as long as necessary, and",9.4K,8.3K,43K
2046651826229973143,2026-04-21T18:06:34.000Z,"Happy Independence Day, Israel! ",3.6K,3.4K,20K
2028032267931557987,2026-03-01T08:59:06.000Z,"In the coming days, we will strike thousands of targets of the terrorist regime.  
We will create the conditions for the brave people of Iran to free themselves from the chains of tyranny.  
And for this reason, I address you again:  
O citizens of Iran, do not miss this",13K,19K,68K
2005624946299482321,2025-12-29T13:00:24.000Z,"Immediately upon our landing in the United States, I met together with my wife Sarah in Florida with Tali and Itzik Goeli, the parents of Sgt. Maj. Ran Goeli z""l, an Israeli warrior and hero who fell and was abducted.

It was an emotional and painful meeting. We strengthened the",460,426,3.4K
2028552094853255442,2026-03-02T19:24:42.000Z,"The Tehran terror regime shoots at civilians, and we shoot at the terror regime to protect civilians. We launched this campaign to push back existential threats and to create the conditions for the brave Iranian people to cast off the yoke of tyranny. That day is near—and when it",1.5K,1.1K,6K
2004219266854203519,2025-12-25T15:54:44.000Z,"היום חתמנו על הארכת הקו האדום לראשון לציון, וזה הרבה יותר מפרויקט תחבורתי. זו מהפכה חברתית.

אנחנו לא רק מחברים את הפריפריה למרכז, אנחנו מחברים את המרכז למרכז.
מיליוני אזרחים יוכלו להגיע מכל מקום לכל מקום, בלי פקקים ובלי חסמים.

מהפכה תחבורתית יוצרת מוביליות:
אפשר לגור איפה",325,354,2.4K
2054134526893285523,2026-05-12T09:40:09.000Z,"Proud of our heroic fighters, the best in the world, who continue to intensify the operations in Lebanon. We love you!",1.8K,1.4K,8K
2035695947938763217,2026-03-22T12:31:50.000Z,מהזירה בערד: מסר חשוב מאוד ממני אליכם >>,2.2K,1.1K,6.9K
2001654342403649845,2025-12-18T14:02:38.000Z,"Today I laid the cornerstone for the metro, a historic moment that brings the revolution into reality.

Israel is not only a security power, it is also transportation, technological, and energy. Every field is strengthening: from gas to investments in technology, energy prices",493,460,3.1K
2057124150603313544,2026-05-20T15:39:51.000Z,Today with our wonderful fighters and heroines in the Jordan Valley - there are none better than them in the world!,1.3K,994,8.2K
2041087275627376966,2026-04-06T09:35:02.000Z,"Another central arm of the Iranian terror regime has been severed.

Tonight, we eliminated Majid Khademi, head of the Intelligence Division in the Revolutionary Guards, one of the Iranian regime's senior figures, who had only recently assumed his role after his predecessor was",3.1K,4.7K,23K
2046634981682712670,2026-04-21T16:59:38.000Z,,16K,7K,38K
2051381039604347300,2026-05-04T19:18:47.000Z,Sara and I pray for Rudy Giuliani’s complete and speedy recovery. He was a great mayor and is an amazing friend of Israel and the Jewish people. Stay strong Rudy!,1.4K,1.5K,16K
2026978088064610746,2026-02-26T11:10:10.000Z,"Yesterday at the Knesset, we welcomed India’s Prime Minister Narendra Modi. 

A historic moment - and a partnership that keeps growing stronger. 

Together, Israel and India will keep building a future of security, innovation and prosperity.
@narendramodi",340,1.3K,8.8K
2002790895444537554,2025-12-21T17:18:54.000Z,"לפני כניסת השבת שוחחתי עם אברהם אוחנה, אביו של שורד השבי יוסף חיים אוחנה >>",343,378,3.4K
2012630519486259420,2026-01-17T20:58:03.000Z,The awl has come out of the bag: The proof that Lapid-Bennett will form a government with the Muslim Brotherhood.,2K,534,2.8K
2055992487873810544,2026-05-17T12:43:02.000Z,We have eliminated and will eliminate everyone who did the October 7 to us.,2.6K,4.1K,20K
2056340807238537704,2026-05-18T11:47:08.000Z,We stopped the convoy to the terrorists in Gaza. Saluting our fighters!,1.6K,1.5K,10K
2005724842071306680,2025-12-29T19:37:21.000Z,"An important meeting in Mar-A-Lago with a great friend 
@realDonaldTrump
.

Stronger together ",2.9K,4.2K,27K
2055296648834634097,2026-05-15T14:38:01.000Z,"We rose like a lion cub, roared like a lion, and changed the history of Israel and the face of the Middle East. Shabbat Shalom and a joyous Jerusalem Day!",2.3K,1.8K,11K
2044706943097360689,2026-04-16T09:18:18.000Z,"I am proud to serve you, citizens of Israel, and to make our country stronger than ever. Thank you!",2.9K,1.1K,7.2K
2033908009533886602,2026-03-17T14:07:12.000Z,"This morning we eliminated Ali Larijani. Ali Larijani is the boss of the Revolutionary Guards, which is the gang of gangsters that actually runs Iran. Alongside him, we also eliminated the commander of the Basij—the gangsters' assistants, who spread terror in the streets of",6.1K,5.7K,26K
2033214114957291955,2026-03-15T16:09:54.000Z,"תודה רבה לכם על התמיכה הגדולה 

ביחד אנחנו מנצחים ",2.5K,1.9K,13K
2058503004613951658,2026-05-24T10:58:56.000Z,"Yesterday, I spoke with my friend 
@JJansaSDS
 and congratulated him on his re-election as Prime Minister of #Slovenia.

I wish him much success and we agreed to work together to put our countries back on a path of friendship and cooperation.",555,715,5K
2000560169369895222,2025-12-15T13:34:47.000Z,"The President of the House of Representatives of Paraguay, Dr. Raúl Latorre, met me today at the court. Here's what he said to me >>",549,425,3.1K
2048821427361501273,2026-04-27T17:47:48.000Z,,741,537,3.3K
2021254876680822801,2026-02-10T16:08:10.000Z,"חתמתי הבוקר על שלילת אזרחותם וגירושם של שני מחבלים ישראלים, שביצעו פיגועי דקירה וירי נגד אזרחים ישראלים ותוגמלו עבור מעשיהם הנפשעים מהרשות הפלסטינית. 

אני מודה ליו״ר הקואליציה 
@OfirKatzMK
 על הובלת החוק שיגרש אותם ממדינת ישראל, וכמותם עוד רבים בדרך.",1K,540,5.1K
2055012569199362511,2026-05-14T19:49:11.000Z,We broke through the fear barrier,1.8K,1.1K,6K
2005642498014613610,2025-12-29T14:10:09.000Z,צפו בדברים שאמר גדי טאוב בערוץ i24 >>,394,368,2.1K
2034747442051121386,2026-03-19T21:42:48.000Z,"In this difficult time, I am proud of you. Proud of your steadfast stance, of the responsibility, the patience, and the coping of the parents, the children, the teaching staff, and all the families.

We are working to open the schools gradually, responsibly, and with sound",3.8K,2.1K,10K
2056032902891065354,2026-05-17T15:23:37.000Z,הפכנו את ישראל הקטנה למדינה החזקה ביותר במזרח התיכון ,2.7K,2.1K,10K
2055702200903409676,2026-05-16T17:29:32.000Z,"We have eliminated the chief of murderers, Izz al-Din Haddad - one of the main perpetrators of the 7.10 massacre and head of Hamas's military arm. Every terrorist is a dead man walking, hunted down and we will get them all.",2.2K,5.1K,23K
2062232196786561449,2026-06-03T17:57:24.000Z,I strongly condemn the violent rioting against Judge Noam Solberg. Law enforcement authorities must exhaust the full severity of the law against the rioters.,1.8K,457,4.4K
2056066127030055299,2026-05-17T17:35:39.000Z,,309,214,1.2K
2030725889474859284,2026-03-08T19:22:35.000Z,"My wife and I, together with all the citizens of Israel, share in the deep grief and extend our condolences to the families of two combat engineering soldiers, Staff Sergeant Maher Khatar and another fighter whose name has not yet been cleared for publication, who fell in battle",3.8K,1.4K,11K
2001008837566833108,2025-12-16T19:17:38.000Z,I demand that Western governments do what is necessary to combat anti-Semitism and provide the necessary security and safety for Jewish communities around the world. And they should heed our warnings. I demand that they act - now.,662,768,4.1K
2043372470137147856,2026-04-12T16:55:35.000Z,"Yesterday I spoke to you, citizens of Israel, to update you on the tremendous achievements of our fighters—and on the challenges that still await us, and which we will overcome together 

Who broadcast it:
Channel 14 
Channel 15 

And who chose not to broadcast?
Panic 12 ",3.2K,1.5K,10K
2058248831163400604,2026-05-23T18:08:56.000Z,"My wife and I extend our heartfelt condolences to the family of the fallen soldier Sgt. Noam Hamburger z""l, who fell near the northern border.

Noam z""l, from the town of Atlit, fought bravely to protect our communities and citizens against the terrorist organization Hezbollah.",2.1K,1K,7.2K
2022008383419654341,2026-02-12T18:02:20.000Z,"I have just concluded a short but important visit to Washington, in a conversation with our great friend, President Trump. There is a very close, very real, and very open relationship between us.

Of course, the discussions focused on several issues, but in fact on the",2.4K,1.2K,7.5K
2055207710170247645,2026-05-15T08:44:36.000Z,"Together with all the citizens of Israel, my wife and I share in their profound grief and extend our deepest condolences to the family of Golani fighter, Sgt. Maj. Negev Dagan z""l, who fell in battle in southern Lebanon.

We all embrace his family and loved ones in this difficult",1.7K,839,5.6K
2027049694900207783,2026-02-26T15:54:42.000Z,"Prime Minister Narendra Modi and I held an expanded meeting in Jerusalem earlier today, together with our teams. 

We signed a series of agreements on economic, security and diplomatic cooperation, further strengthening the strategic partnership between Israel and India.",327,1.4K,8.6K
2026677458456453431,2026-02-25T15:15:34.000Z,"לאחר טקס קבלת הפנים, קיימתי פגישה אישית עם ראש ממשלת הודו נרנדרה מודי.

חברות אמיתית. ",130,276,2.4K
2005718058392781044,2025-12-29T19:10:24.000Z,"תודה לנשיא טראמפ על המילים החמות. 

Thank you 
@realDonaldTrump
 for the kind words.",1.1K,1.1K,7.6K
2004990146463023483,2025-12-27T18:57:56.000Z,Share >>,763,511,2.3K
2048290585228746798,2026-04-26T06:38:25.000Z,"Sara and I were shocked by the attempted assassination of President 
@realDonaldTrump
 last night in Washington, DC. We are relieved that the President and the First Lady are safe and strong. We send our wishes for a full and speedy recovery to the wounded police officer and salute",3.1K,4.6K,31K
2028582535467331833,2026-03-02T21:25:40.000Z,,4.3K,4.7K,31K
2057384107198341305,2026-05-21T08:52:50.000Z,"Shavuot brings us back to the moment when we became a people: at the foot of Mount Sinai, with the receiving of the Torah, with deep faith in the righteousness of our path.

On the verse ""And Israel encamped there opposite the mountain,"" Rashi says: ""Like one man with one heart.""",1.5K,972,5.6K
2063659110860566997,2026-06-07T16:27:27.000Z,Just this week: Our fighters conquered the Beaufort and eliminated 350 terrorists. We are continuing.,2.5K,1.9K,11K
2055742113342505117,2026-05-16T20:08:08.000Z,"The entire people of Israel bows its head in mourning for the fall of Captain Meoz Yisrael Rakanti z""l, platoon commander in the 12th Battalion of Golani, who fell in battle in southern Lebanon.

My wife and I extend our deepest condolences from the bottom of our hearts to the",2.8K,2.3K,13K
2056663856584257836,2026-05-19T09:10:49.000Z,"Elon Musk, the world's leading man in innovation: ""Israel is number one in the world in innovation per capita.""

Thank you, Elon! 
@elonmusk",2.3K,2.7K,14K
2027036102557569296,2026-02-26T15:00:42.000Z,"Prime Minister Narendra Modi and I visited Yad Vashem today. 

At the Hall of Names, I showed him the names of relatives of my wife Sara who were murdered in the Holocaust. We then held a memorial ceremony, where Prime Minister Modi laid a wreath and placed a stone in memory",408,1.5K,11K
2023011988784201795,2026-02-15T12:30:18.000Z,"אנחנו מביאים היום לאישור הממשלה הקמה של שדה תעופה משלים לנתב""ג בדרום, בצקלג. זה יהיה מנוף אדיר לפיתוח הנגב - גם לתעסוקה, גם לנגישות, גם לתיירות, לצד תשתיות משלימות של כבישים ורכבות, וגם כל מיני תעשיות משנה ועסקי משנה שקמים ליד שדה תעופה. ראינו את זה בכל מקום בעולם, כולל בישראל.",557,377,2.6K
2051768776794726765,2026-05-05T20:59:31.000Z,Lebanon - Continuing to eliminate hundreds of terrorists and destroy terror infrastructure. Nothing like our fighters!,3.1K,2.6K,14K
2000564027332702682,2025-12-15T13:50:07.000Z,"Today, I met in my office in Jerusalem with the U.S. Ambassador to Turkey and the Special Envoy to Syria, Tom Bark.",486,322,3K
2053498771405697458,2026-05-10T15:33:53.000Z,יש עוד עבודה לעשות באיראן. צפו בקטע מהראיון המיוחד שלי לתוכנית 60 דקות בארה״ב >>,2.8K,2.9K,13K
2038986377535058377,2026-03-31T14:26:49.000Z,איראן חלשה מתמיד. ישראל חזקה מאי פעם ,2.9K,2.3K,10K
2006798028691390768,2026-01-01T18:41:49.000Z,"Grateful to 
@realDonaldTrump
 and 
@FLOTUS
 for inviting us to a memorable New Year’s evening.

May our alliance grow even stronger ",5.5K,4.8K,36K
2006052359760175163,2025-12-30T17:18:47.000Z,"We will continue to act together to ensure the eternity of Israel.
@POTUS
 ",1.7K,1.4K,7.1K
2000259842464759815,2025-12-14T17:41:24.000Z,"Our policy is clear and sharp:  
Anyone who attempts to send terrorism, direct terrorism, or organize terrorism against the State of Israel is in our crosshairs.

Yesterday, under my direction and that of Defense Minister Israel Katz, the IDF eliminated the arch-terrorist Raad",1.1K,1.4K,9K
2028180041348051376,2026-03-01T18:46:18.000Z,"Today, in a security discussion at the Kirya in Tel Aviv together with the Minister of Defense, the Chief of the General Staff, and the head of the Mossad.",3.9K,1.6K,12K
2005768836574830621,2025-12-29T22:32:10.000Z,"Israel has never had a friend in the White House like President Trump. His leadership, clarity, and unwavering support for Israel are exceptional.

True friendship is proven in moments of challenge, and President Trump has stood with Israel every step of the way. ",2.6K,3.5K,19K
2068716781695345042,2026-06-21T15:24:50.000Z,"Fifty years ago, I lost my older brother, Israel's hero, Lt. Col. Yoni Netanyahu, of blessed memory.

Today at the memorial, I pledged:

I will not allow Iran to arm itself with nuclear weapons, and we will remain in the security zone in southern Lebanon for as long as required",4.1K,6.6K,34K
2068726864827363376,2026-06-21T16:04:54.000Z,Fifty years have passed since my,1.1K,1.6K,10K
2069052296244166773,2026-06-22T13:38:03.000Z,"My directive, along with that of the Minister of Defense, to the IDF is clear and has not changed:

Our fighters in southern Lebanon have full freedom of action to thwart any direct or emerging threat against them or against the residents of the north. The IDF has no restrictions",1.1K,2K,8.5K
2068422334474559753,2026-06-20T19:54:48.000Z,"Thank you Col. Spencer, no military takes more measures to minimize civilian casulaties than the IDF and no nation is attacked by more propoganda than Israel. Truth and Israel will prevail.",3.2K,3.8K,20K
2069066602893443110,2026-06-22T14:34:54.000Z,"The one who comes to kill you, rise early to kill him.",2.3K,3.1K,14K
2067973972554039530,2026-06-19T14:13:10.000Z,As I instructed - the IDF struck powerfully 150 Hezbollah targets in Lebanon and eliminated dozens of terrorists.,9.3K,8.8K,41K
2069720246353604847,2026-06-24T09:52:14.000Z,I will not surrender,2K,2.3K,12K
2069827515917496674,2026-06-24T16:58:29.000Z,Good thing I didn't listen to them.,742,821,5.1K
